model,language,id,word,pos,context,gold_gloss,predicted_gloss,sbert_score
tiny-aya-global,Bengali,11722,করদ,ADJECTIVE,যার উপর কর অথবা শুল্ক লাগানো যায়|| সকলকে নিজেদের করদ সম্পত্তির বিবরণ দিতে হবে,"(of goods or funds) subject to taxation; ""taxable income""; ""nonexempt property""",one who is subject to taxation,0.6995
tiny-aya-global,Bengali,2234,মহুয়া,NOUN,একটি বৃক্ষ যার মিষ্টি ফুল থেকে মদ ও অন্য খাদ্যবস্তু তৈরী হয় || মহুয়ার কাঠি মানবের জন্য খুব উপকারি,a tall perennial woody plant having a main trunk and branches forming a distinct elevated crown; includes both gymnosperms and angiosperms,"A tree whose sweet flowers are used to produce wine and other food products, with its branches being particularly useful for humans.",0.5147
tiny-aya-global,Bengali,2154,কর্ণফুল,NOUN,কানের এক ধরনের গয়না || তার সোনার কর্ণফুল খুব সুন্দর ছিল,jewelry to ornament the ear; usually clipped to the earlobe or fastened through a hole in the lobe,"A type of ear ornament, often made of gold, worn as a decorative piece.",0.8517
tiny-aya-global,Bengali,14805,পশুচারণ করা,NOUN,পশুদের চরানোর কাজ|| মহেশ সারাদিন পশুচারণ করে,the act of grazing,to graze animals,0.395
tiny-aya-global,Bengali,31219,মণিগুণ,NOUN,একপ্রকার বর্ণবৃত্ত||মণিগুণের প্রত্যেক চরণে চার নগণ এবং একটি সগণ থাকে,(prosody) a system of versification,A type of gemstone with four minor and one major gemstones in each carat.,0.1983
tiny-aya-global,Bengali,27596,শুভকামনা দেওয়া,VERB,শুভকামনা দেওয়া|| সব বন্ধুরা তাকে জন্মদিনের শুভকামনা দিচ্ছে,"invoke upon; ""wish you a nice evening""; ""bid farewell""",to send well-wishes,0.5832
tiny-aya-global,Bengali,8297,ধ্যাণমগ্ন,ADJECTIVE,যিনি ধ্যাণে মগ্ন|| ধ্যাণমগ্ন ঋষির শরীর জর্জরিত হয়ে গেল,"deeply absorbed in thought; ""as distant and bemused as a professor listening to the prattling of his freshman class""; ""lost in thought""; ""a preoccupied frown""",deeply engrossed in meditation or absorption.,0.4715
tiny-aya-global,Bengali,6038,মাহোগনি,NOUN,এক ধরনের বড়ো গাছ যার কাঠ খুব শক্ত ও টেকশই হয় || মাহোগনির কাঠ দিয়ে সাজ-সজ্জার বস্তু বানানো হয়,any of various tropical timber trees of the family Meliaceae especially the genus Swietinia valued for their hard yellowish- to reddish-brown wood that is readily worked and takes a high polish,"Mahogany is a large tree species known for its extremely hard and durable wood, often used to craft decorative items.",0.6511
tiny-aya-global,Bengali,26721,মুখ্য,ADJECTIVE,যা বাক্য রচনার দিক থেকে সম্পূর্ণ এবং যাতে অন্তত একটা কর্ত্তা এবং একটা ক্রিয়া থাকে|| যৌগিক বাক্যে একটা মুখ্য উপবাক্য থাকে,"(of a clause) capable of standing syntactically alone as a complete sentence; ""the main (or independent) clause in a complex sentence has at least a subject and a verb""","The English definition of the Bengali word ""মুখ্য"" (adjective) is: **""Main"" or ""principal""**, referring to the primary or most important element in a sentence or context.",0.4153
tiny-aya-global,Bengali,32100,নৃগ,NOUN,মনূর এক পুত্র||নৃগের বর্ণনা পুরাণে পাওয়া যায়,an imaginary being of myth or fable,"The son of Manu, as described in the Purana.",0.3689
tiny-aya-global,Bengali,19358,সুবাহু,NOUN,রামোর ছোট ভাই শত্রুঘ্নের দুই পুত্রের মধ্যে একটি||সুবাহুর বর্ণনা ধার্মিক গ্রন্থে পাওয়া যায়।,an imaginary being of myth or fable,"The Bengali word ""সুবাহু"" (Sobah) refers to a son of Shurgan, the younger brother of Ram, as mentioned in the dharmic texts. It denotes a specific individual or a term related to a particular narrative or cultural context.",0.2662
tiny-aya-global,Bengali,9713,মেটে,ADJECTIVE,"মাটির রঙের|| ডাককর্মী,পুলিশ প্রভৃতিদের পোষাক মেটে রঙের হয়",of a yellowish brown color,earthy,0.5112
tiny-aya-global,Bengali,21402,শাল্বকিনী,NOUN,একটি পৌরাণিক নদী||শাল্বকিনীর বর্ণনা রামায়ণে পাওয়া যায়।,"a large natural stream of water (larger than a creek); ""the river was navigable for 50 miles""",A mythical river associated with the Ramayana.,0.4627
tiny-aya-global,Bengali,19613,লিথুয়ানিয়ান,ADJECTIVE,লিথুয়ানিয়ান ভাষার সঙ্গে সম্পর্কিত বা লিথুয়ানিয়ান ভাষার|| এখানে টলস্টয়ের রচনার লিথুয়ানিয়ান ভাষায় অনুবাদ পাওয়া যায়,of or relating to or characteristic of Lithuania or its people or language,pertaining to or associated with Lithuanian language,0.8702
tiny-aya-global,Bengali,3890,খুর,NOUN,নেড়া করার ছুরি || চুল কাটার সময় নাপিত খুর দিয়ে কানের পাশদুটো চেঁচে দিল,a razor with a straight cutting edge enclosed in a case that forms a handle when the razor is opened for use,razor,0.3221
tiny-aya-global,Bengali,16037,কর্ণাট,NOUN,সম্পূর্ণ জাতির একটি রাগ||কর্ণাটকে মেঘ রাগের পুত্র মনে করা হয়,any of various fixed orders of the various diatonic notes within an octave,"A complete national rag, the son of the Megh Raga",0.0283
tiny-aya-global,Bengali,23465,পুনরাবৃত্ত,ADJECTIVE,যা পুনরাবৃত্তি করা হয়েছে|| পুনরাবৃত্ত পাঠ আমার কন্ঠস্হ হয়ে গেছে,"recurring again and again; ""perennial efforts to stipulate the requirements""",repetitive,0.5484
tiny-aya-global,Bengali,36048,বিদেশ মন্ত্রক,NOUN,বিদেশ সম্পর্কিত কাজের দেখাশোনা করে যে মন্ত্রক || বিদেশ মন্ত্রকের কাজ সুচারূ রূপে চলছে,the government department in charge of foreign relations,The Ministry of Foreign Affairs oversees all matters related to international relations.,0.6004
tiny-aya-global,Bengali,4228,দুঃখদায়ী,ADJECTIVE,যা কষ্ট দেয়|| বার্ধক্য কষ্টকর হয়,"causing or marked by grief or anguish; ""a grievous loss""; ""a grievous cry""; ""her sigh was heartbreaking""; ""the heartrending words of Rabin' s granddaughter""",one who is sorrowful,0.3167
tiny-aya-global,Bengali,4897,গীত,NOUN,"সেই বাক্য,ছন্দ বা পদ যা গাওয়া হয়|| কে মধুর স্বরে এই গান শুরু করল?/এটা গানের বই","a short musical composition with words; ""a successful musical must have at least three good songs""","A song or poem intended for singing, often with a musical structure.",0.6261
tiny-aya-global,Bengali,11618,লঙ্ঘন করা,VERB,এপার থেকে ওপারে যাওয়া|| কয়েদী জেলের প্রাচীর লঙ্ঘন করল,"walk with long steps; ""He strode confidently across the hall""","To breach or violate a boundary, barrier, or rule.",0.1269
tiny-aya-global,Bengali,29897,শ্যেন ঋষি,NOUN,একজন পৌরাণিক ঋষি||ঋগবেদে শ্যেন ঋষির বর্ণনা পাওয়া যায়,a mentor in spiritual and philosophical topics who is renowned for profound wisdom,A legendary sage mentioned in the Rigveda.,0.5987
tiny-aya-global,Bengali,9454,পেষা,VERB,কোনও বস্তকে বেটে চূর্ণ করা|| সে গম পিষছে,"make into a powder by breaking up or cause to become dust; ""pulverize the grains""",To crush or grind a substance into a fine powder.,0.8056
tiny-aya-global,Bengali,8525,অস্ত্রাগার,NOUN,"অস্ত্র রাখার স্থান|| এই অস্ত্রাগার গোলা, বারুদ ইত্যাদিতে ভরা রয়েছে",a military structure where arms and ammunition and other military equipment are stored and training is given in the use of arms,"A place where weapons are stored, typically filled with ammunition, guns, or other military equipment.",0.8964
tiny-aya-global,Bengali,4581,গণ্ডার,NOUN,মোষের আকারের এক শক্ত ছালবিশেষ জংলী পশু || গণ্ডারের নাকের উপর শিং দেখা যায়,massive powerful herbivorous odd-toed ungulate of southeast Asia and Africa having very thick skin and one or two horns on the snout,"A large, herbivorous mammal native to Asia, known for its distinctive long trunk and large, curved horns on its snout.",0.7993
tiny-aya-global,Bengali,24065,চড়াই,ADJECTIVE,যার উপরে চড়া যায়|| আজ আমরা একটা চড়াই পাহাড়ে উঠব,"moving or going or growing upward; ""the ascending plane""; ""the ascending staircase""; ""the ascending stems of chickweed""","a steep or rugged ascent or climb, particularly up a mountain or hill.",0.5279
tiny-aya-global,Bengali,22226,লোহিত্যা,NOUN,এক অপ্সরা||লোহিত্যার ব্রণনা পুরাণে পাওয়া যায়।,"(classical mythology) a minor nature goddess usually depicted as a beautiful maiden; ""the ancient Greeks believed that nymphs inhabited forests and bodies of water""","The term ""লোহিত্যা"" (lohitya) refers to a type of bird or fowl, specifically a species of chicken, in Bengali folklore and mythology. It is associated with the legend of the apsara (celestial nymph) and is mentioned in ancient texts.",0.472
tiny-aya-global,Bengali,16153,প্রতীপ,NOUN,হস্তিনাপুরের একজন রাজা||প্রতীপ মহারাজ শান্তনুর পিতা ছিলেন,a prince or king in India,antagonist,0.4689
tiny-aya-global,Bengali,21331,সুন্দ,NOUN,রামের সেনার একটি বাঁদর||সুন্দের বর্ননা পুরাণে পাওয়া যায়।,an imaginary being of myth or fable,"A monkey from Ram's army, described in ancient texts.",0.3127
tiny-aya-global,Bengali,3514,শারীরিক ক্রিয়া,NOUN,সেই ক্রিয়া যা শরীর সম্পর্কিত|| চলা এক প্রকারের শারীরিক ক্রিয়া,"an organic process that takes place in the body; ""respiratory activity""","Physical activity refers to any movement or exercise that engages the body, promoting health and well-being.",0.4166
tiny-aya-global,Bengali,23054,দুর্বোধ্য,ADJECTIVE,যা বোধ করা সম্ভব নয়|| প্রকৃতিতে অনেক কিছুই দুর্বোধ্য আছে,"difficult to understand; ""the most incomprehensible thing about the universe is that it is comprehensible""- A. Einstein","Impenetrable, beyond comprehension, or ineffable.",0.6139
tiny-aya-global,Bengali,25058,বেরগড় জেলা,NOUN,উড়িষ্যার একটি জেলা || বারগড় জেলার প্রধান কার্যালয় বেরগড় জেলায় অবস্থিত,a region marked off for administrative or other purposes,"The district headquarters of Berga District, located in Odisha.",0.2398
tiny-aya-global,Bengali,27429,এম আর্ক,NOUN,বাস্তুকলার একটি উপাধি||শীলা এম আর্ক করছে,a degree granted for the successful completion of advanced study of architecture,A title given to a sculptor.,0.3382
tiny-aya-global,Bengali,9621,ভাগ করা,VERB,কোনও বস্তু ইত্যাদিকে অনেক ভাগে বিভক্ত করা|| চোররা চুরির জিনিস ভাগ করে নিল,"separate into parts or portions; ""divide the cake into three equal parts""; ""The British carved up the Ottoman Empire after World War I""",to divide into several parts or portions,0.5845
tiny-aya-global,Bengali,35726,হৃত্পিণ্ডের সমস্যা,NOUN,হৃদয়ের কাজ অতর্কিতে অনিয়মিত হওয়ার অবস্থা||ওনার ওই বছরেই দুবার হৃত্পিণ্ডের সমস্যা হয়েছে,a sudden severe instance of abnormal heart function,abnormal heart rhythm,0.5664
tiny-aya-global,Bengali,35744,অনুবর্তী সার্বজনিক নির্গম,NOUN,কোনও নিগমের দ্বারা বাজারে তার শেয়ার আগে থেকে থাকা সত্ত্বেও আবার জারি করার ক্রিয়া বা লোককে বিক্রি করার ক্রিয়া||আমাদের কম্পানির অনুবর্তী সার্বজনিক নির্গম এখনও আসেনি,a formal proposal to buy at a specified price,"The act of a company reissuing its shares after they were previously issued, or the act of selling shares to the public.",0.4321
tiny-aya-global,Bengali,2711,নীচের ঠোট,NOUN,নীচের ঠোঁট || নীচের ঠোট ও ওপরের ঠোঁটের দ্বারা প-বর্গ ধ্বনি উত্পন্ন হয়/রাজুর নীচের ঠোঁটটা কাটা,the lower lip,"The lower lip, a part of the mouth, used in speech to produce the 'p' sound.",0.4834
tiny-aya-global,Bengali,5280,টপটপ করে জল পড়া,VERB,ফোঁটা ফোঁটা করে পড়া|| ভেজা কাপড় থেকে টপটপ করে জল পড়ছিল,"fall in drops; ""Water is dripping from the faucet""","to drip or fall in drops, as water from a wet cloth",0.7129
tiny-aya-global,Bengali,21826,দৃঢ়হস্ত,NOUN,ধৃতরাষ্ট্রের একশো পুত্রের মধ্যে একজন||দৃঢ়হস্তের বর্ণনা মহাভারতে পাওয়া যায়।,an imaginary being of myth or fable,"A term used in the Mahabharata to describe a son of Yudhishthira, known for his unwavering resolve and steadfastness.",0.2806
tiny-aya-global,Bengali,23841,অমরী,NOUN,এক প্রকার গাছ||যাত্রী অমরীর ছায়ায় বিশ্রাম করছে।,a tall perennial woody plant having a main trunk and branches forming a distinct elevated crown; includes both gymnosperms and angiosperms,"Under the shade of the Amri tree, a traveler is resting.",0.2851
tiny-aya-global,Bengali,35347,হেপাটাইটিস,NOUN,যকৃতে হওয়া প্রদাহ||হেপাটাইটিস অনেক ধরনের হয়।,inflammation of the liver caused by a virus or a toxin,Inflammation of the liver.,0.8326
tiny-aya-global,Bengali,10035,স্থাপত্যশিল্প,NOUN,"বাস্তু বা অট্টালিকা,মহল প্রভৃতি বানাবার কলা কৌশল|| আগ্রার তাজমহলের স্থাপত্যশিল্প দেখবার মতো","the discipline dealing with the principles of design and construction and ornamentation of fine buildings; ""architecture and eloquence are mixed arts whose end is sometimes beauty and sometimes use""","Architecture, the art and technique of designing and constructing buildings, structures, and monuments, often reflecting cultural and historical significance.",0.7422
tiny-aya-global,Bengali,2224,আর্য বিবাহ,NOUN,আট প্রকারের বিবাহের মধ্যে তৃতীয়টি যাতে বরের থেকে কন্যার পিতা দুটো বলক পণ হিসাবে নেয় || আজকাল আর্য বিবাহের প্রচলন নেই,"the act of marrying; the nuptial ceremony; ""their marriage was conducted in the chapel""","A third type of marriage in Bengali tradition, where the groom's family pays a dowry to the bride's family, though its practice has become rare in modern times.",0.4448
tiny-aya-global,Bengali,25987,মুঙ্গের,NOUN,ভারতের বিহার রাজ্যের একটি শহর || মুঙ্গের শহরটি গঙ্গাতীরে অবস্থিত,"a large and densely populated urban area; may include several independent administrative districts; ""Ancient Troy was a great city""","A city in the Indian state of Bihar, located on the banks of the Ganges River.",0.2775
tiny-aya-global,Bengali,2365,কাট্য,ADJECTIVE,যা কাটা যায় বা যার খণ্ডন সম্ভব|| আপনার কথা খণ্ডনীয়,able to be refuted,One that can be cut or whose refutation is possible.,0.3381
tiny-aya-global,Bengali,3562,জাতি,NOUN,বংশ পরম্পরার বিচারে কৃত মানব সমাজের বিভাগ|| হিন্দুদের মধ্যে নিজেদের জাতির মদ্যে বিয়ে করার প্রচলন রয়েছে,(Hinduism) a Hindu caste or distinctive social group of which there are thousands throughout India; a special characteristic is often the exclusive occupation of its male members (such as barber or potter),"A category or group into which a person or group is classified based on lineage or heritage, often used to denote specific social or cultural identities, such as caste or ethnic groups.",0.5265
tiny-aya-global,Bengali,26710,ফাইনাল,NOUN,সেই অন্তিম ম্যাচ যাতে সেমিফাইনালে জয়ী প্রতিযোগী বা প্রতিযোগী দল অংশগ্রহণ করে|| ফাইনালে সবসময় দুটিই প্রতিযোগী বা প্রতিযোগী দল পৌঁছয়,the final match between the winners of all previous matches in an elimination tournament,"The final refers to the decisive match in a competition where the winning contender or team from the semi-finals participate, ensuring that only one team advances to the next stage.",0.7574
tiny-aya-global,Bengali,6954,শর্ত,NOUN,"কোনও সিদ্ধান্ত, বিধি ইত্যাদিতে আসা সমস্যা থেকে রক্ষা পাওয়ার জন্য বের করা রাস্তা বা নিশ্চিত করা কোনও বিধান|| সরকার এই শর্ত দিয়েছে যে অধিক মাত্রায় চিনি উত্পাদনকারী রাজ্যকেই এই সুবিধা দেওয়া হবে","(usually plural) a statement of what is required as part of an agreement; ""the contract set out the conditions of the lease""; ""the terms of the treaty were generous""","A condition or stipulation, a rule or provision, or a safeguard against potential issues or complications in a decision or agreement.",0.6441
tiny-aya-global,Bengali,35972,লঙ্কার পাউডার,NOUN,লাল লঙ্কার গুড়ো||উনি বাজার থেকে পাঁচ কিলো লঙ্কার পাউডার এনেছেন,powder made of ground chili peppers mixed with e.g. cumin and garlic and oregano,red chili powder,0.5214
tiny-aya-global,Bengali,28826,দীপকমালা,NOUN,"একপ্রকার বর্ণবৃত্ত||দীপকমালার প্রত্যেক চরণে ভগণ,মগণ,জগণ এবং গুরু থাকে",(prosody) a system of versification,"A type of poetic form where each line consists of a vowel, a consonant, a vowel, and a guru.",0.4587
tiny-aya-global,Bengali,19891,টিউব লাইট,NOUN,নলীর আকারের একটি বস্তু যার মধ্যে দিয়ে বিদ্যুত ধারা প্রবাহিত করলে প্রকাশ হয়||টিউব লাইট জালাতেই সারা ঘর আলোয় ভরে গেল।,electronic device consisting of a system of electrodes arranged in an evacuated glass or metal envelope,A cylindrical object containing an electric current that produces light when energized.,0.6174
tiny-aya-global,Bengali,654,সীমান্ত,NOUN,সেই স্থান যেখানে সীমার শেষ হয় বা সীমা সমাপ্ত হয়|| এই খালটিই আমার গ্রামের সীমান্ত,the boundary line or the area immediately inside the boundary,The border or boundary where one territory ends or meets another.,0.8268
tiny-aya-global,Bengali,20087,কাঙ্গো চা,NOUN,চীনে উত্পাদন করা হয় এমন এক কালো চা||কাঙ্গো চা-কে ইংরেজি প্রাতরাশ চাও বলা হয়।,black tea grown in China,"A black tea produced in China, also known as English breakfast tea.",0.3964
tiny-aya-global,Bengali,21945,বাগধারা যুক্ত,ADJECTIVE,"যাতে বাগধারার প্রয়োগ করা হয়|| আমার বাগধারা যুক্ত গল্প,প্রবন্ধ ইত্যাদি পড়তে ভালো লাগে","of or relating to or conforming to idiom; ""idiomatic English""",to be peppered with idioms,0.6921
tiny-aya-global,Bengali,26979,প্রত্নতাত্ত্বিক,ADJECTIVE,পুরাতত্ত্বের বা পুরাতত্ত্ব সম্বন্ধীয়|| প্রত্নতাত্ত্বিক সমীক্ষা থেকে নতুন নতুন তথ্য সম্পর্কে জানা যায়,"related to or dealing with or devoted to archaeology; ""an archaeological dig""; ""a dramatic archaeological discovery""",an archaeologist; someone who studies ancient history and artifacts.,0.7417
tiny-aya-global,Bengali,1948,স্বাক্ষরিত,ADJECTIVE,যা হস্তাক্ষরিত বা যাতে হস্তাক্ষর করা হয়েছে|| সে বিদ্যালয়ে নামাঙ্কনের জন্য যোগ্যতা প্রমাণ-পত্রের স্বাক্ষরিত প্রতিলিপি জমা দিয়েছে,"having a handwritten signature; ""a signed letter""",Signed or marked with a handwritten signature.,0.8723
tiny-aya-global,Bengali,11338,ঠিকানা,NOUN,"কোনও স্থান, ব্যক্তি ইত্যাদিকে পাওয়ার জন্য লেখা নির্দেশ বা পত্র ইত্যাদিতে লেখা কারও নাম ও থাকার স্থান ইত্যাদি||ভুল ঠিকানা লেখার জন্য ডাকপিওন অন্য অকজনের চিঠি আমাদের বাড়িতে দিয়ে গেছে।",written directions for finding some location; written on letters or packages that are to be delivered to that location,"An address is a written instruction or letter containing someone's name and place of residence, used to locate a specific place, person, or entity.",0.5945
tiny-aya-global,Bengali,3965,কাকভুষুন্ডি,NOUN,রামায়ণে বর্ণিত কাক যে পূর্বজন্মে রাম-ভক্ত ব্রাহ্মণ ছিল ও লোমশ ঋষির অভিশাপে কাক হয়ে গেছিল || গরুড়ের গর্ব দূর করার জন্য কাকভুষুন্ডি তাকে রামের কথা শোনালেন,an imaginary being of myth or fable,"The word ""কাকভুষুন্ডি"" refers to a crow in the Ramayana who was originally a devout Brahmin in a previous life, cursed by the sage Lomash to become a crow. It is said that the crow, known as Kakuvushundi, was sent by the gods to confront Garuda, the eagle, to humble him by recounting the story of Lord Rama.",0.3302
tiny-aya-global,Bengali,9364,প্রদর্শক,NOUN,যিনি বস্তু ইত্যাদি প্রদর্শন করেন|| প্রদর্শকরা নিজ-নিজ বস্তু প্রদর্শন করছেন,someone who organizes an exhibit for others to see,"One who exhibits or displays objects, or a person who presents or showcases items.",0.6946
tiny-aya-global,Bengali,26066,-কারী,ADJECTIVE,যে কাজ করে|| মঙ্গল গ্রহ আপনার হিতকারী,"producing an effect; ""poverty as a causative factor in crime""",one who performs or causes something,0.4125
tiny-aya-global,Bengali,25449,ধামন,NOUN,ফলসা জাতির একটি গাছ যার ফল মটরের মতো ছোট হয় || ধামনে হলুদ রঙের ফুল হয়,a tall perennial woody plant having a main trunk and branches forming a distinct elevated crown; includes both gymnosperms and angiosperms,"A small tree of the Falsa genus, known for its pods resembling small beans, with yellow flowers.",0.6482
tiny-aya-global,Bengali,18452,দমন এবং দিউ,NOUN,ভারতের একটি কেন্দ্রশাসিত অঞ্চল||দমন এবং দিউ এর লোকেদের খাদ্যাভ্যাস গুজরাতিদের সঙ্গে মেলে,"the territory occupied by one of the constituent administrative districts of a nation; ""his state is in the deep south""","The Union Territory of Daman and Diu, located in India, is known for its unique cultural and culinary traditions, which are closely aligned with those of Gujarat.",0.2723
tiny-aya-global,Bengali,11198,প্রোগ্রাম,NOUN,অনুদেশের অনুক্রম যা দিয়ে কম্পিউটার ব্যখ্যা করে কাজে পরিণত করতে পারে||এই প্রোগ্রাম বানানোর জন্য অনেক কোড ব্যবহার করা হয়েছে।,"(computer science) a sequence of instructions that a computer can interpret and execute; ""the program required several hundred lines of code""","A sequence of instructions that a computer can execute to perform a specific task, often written in programming languages and requiring multiple lines of code.",0.78
tiny-aya-global,Bengali,28617,স্বাস্থ্যকর,ADJECTIVE,যা স্বাস্থ্য বৃদ্ধি করে|| আমাদের সুস্থ থাকার জন্য সর্বদা স্বাস্থ্যকর খাবার খাওয়া উচিত,"conducive to good health of body or mind; ""a healthful climate""; ""a healthful environment""; ""healthful nutrition""; ""healthful sleep""; ""Dickens' s relatively healthful exuberance""","Promotes health and well-being, emphasizing the importance of consuming nutritious food to maintain good health.",0.5797
tiny-aya-global,Bengali,30349,অরুণাচলবাসী,NOUN,অরুণাচলে বসবাসকারী|| অনেক অরুণাচলবাসীর সঙ্গে আমার ভালো বন্ধুত্ব আছে,a native or inhabitant of India,A person who resides in Arunachal Pradesh.,0.7072
tiny-aya-global,Bengali,30007,ওকি,NOUN,এক রাক্ষসী||পুরাণে ওকির বর্ণনা পাওয়া যায়,one of the evil spirits of traditional Jewish and Christian belief,"A demon or rakshasa, as described in ancient Hindu mythology.",0.4793
tiny-aya-global,Bengali,20764,প্রেক্ষাগৃহ,NOUN,মানুষের তৈরী সেই জায়গা যেখানে বসে লোকজন কিছু দেখে বা শোনে||প্রেক্ষাগৃহে গুরুমহাশয়ের ব্যাখ্যান চলছে,the area of a theater or concert hall where the audience sits,The English definition is: A theater or cinema hall where people gather to watch films or listen to performances.,0.7409
tiny-aya-global,Bengali,35636,রিয়্যালিটি সেক্টর,NOUN,শেয়ারের একটি শ্রেণি||আজ রিয়্যালিটি সেক্টরে প্রগতি দেখা যাচ্ছে,"a collection of things sharing a common attribute; ""there are two classes of detergents""","A segment of the market or economy that represents real-world entities, often involving tangible or physical goods and services.",0.3146
tiny-aya-global,Bengali,7342,ঝিমানো,VERB,কাজ করতে করতে ক্লান্ত হয়ে আরাম করা|| রাহী গাছের নিচে বিশ্রাম করছে,take a short break from one' s activities in order to relax,To rest or take a nap due to fatigue from prolonged work or activity.,0.715
tiny-aya-global,Bengali,16026,সারংনট,NOUN,একটি সংকর রাগ||গায়ক সারংনট গাইছে,any of various fixed orders of the various diatonic notes within an octave,"A hybrid musical rag or a blend of ragas, often performed by a singer.",0.1424
tiny-aya-global,Bengali,32168,অশ্ববন্ধ,NOUN,চিত্রকার্য অনুসারে একটি ছন্দ||অশ্ববন্ধে ঘোড়ার চিত্র বানিয়ে এমনভাবে বর্ণনা করা হয়ে থাকে যে তার অক্ষর থেকে ঘোড়ার অঙ্গ-প্রত্যঙ্গ এবং আভরণাদিও পরিস্কারভাবে বোঝা যেত,(prosody) a system of versification,"A poetic or artistic representation of a horse, often depicted in a way that clearly shows its limbs, features, and adornments, as described in traditional Bengali art.",0.2106
tiny-aya-global,Bengali,11856,বের করা,VERB,"পাত্র, থলি ইত্যাদি থেকে কোনও বস্তুকে তাড়াতাড়ি বা ঝটকার সাথে বাইরে বের করা|| রাজা খাপ থেকে তলোরায় বের করলেন",move or pull with a sudden motion,"To remove or extract something quickly or violently from a container, pouch, or similar item.",0.4302
tiny-aya-global,Bengali,21020,লেবানন,NOUN,এশিয়ার দক্ষিণ-পশ্চিমে অবস্হিত একটি দেশ||লেবাননের ক্ষেত্রফল প্রায় সাড়ে দশ হাজার বর্গ মাইল,an Asian republic at east end of Mediterranean,"A country located in the southwestern part of Asia, with an area of approximately ten thousand square miles.",0.5292
tiny-aya-global,Bengali,27072,নিভিয়ে দেওয়া,VERB,"(প্রদীপ, বাতি ইত্যাদি)নেভানো|| শোওয়ার আগে প্রদীপ নিভিয়ে দেওয়া","put out, as of a candle or a light; ""Douse the lights""","To extinguish or turn off a light source, such as a lamp or candle, before it is fully lit.",0.7103
tiny-aya-global,Bengali,3631,বকা,NOUN,বকা দেওয়ার ক্রিয়া বা ভাব|| বাড়ির লোকেদের বকায় বিরক্ত হয়ে মোহন ঘর ছেড়ে পালিয়ে গেল,a severe scolding,"to scold or reprimand someone, often in a harsh or abusive manner; to insult or belittle, typically causing emotional distress.",0.3773
tiny-aya-global,Bengali,29366,হৃষ্টরোমা,NOUN,একজন অসুর||পুরাণে হৃষ্টরোমার বর্ণনা পাওয়া যায়,one of the evil spirits of traditional Jewish and Christian belief,"A term from Hindu mythology, referring to a demon or a malevolent being, often associated with the demon king Mahishasura.",0.4277
tiny-aya-global,Bengali,26195,সুপ্রিয়া,NOUN,একজন অপ্সরা || পুরাণে সুপ্রিয়ার বর্ণনা পাওয়া যায়,"(classical mythology) a minor nature goddess usually depicted as a beautiful maiden; ""the ancient Greeks believed that nymphs inhabited forests and bodies of water""","A celestial nymph or apsara from Hindu mythology, often depicted as a beautiful woman with multiple arms and legs, associated with divine beauty and grace.",0.6995
tiny-aya-global,Bengali,19551,বোসনিয়ান,NOUN,বোসনিয়ার নিবাসী||ক্রোয়েশিয়ার সৈনিকরা ওই বোসনিয়ান যে সীমা পার করছিল তার উপর আক্রমণ করল,a native or inhabitant of Europe,Bosnian person,0.6516
tiny-aya-global,Bengali,11014,সুষম,ADJECTIVE,যথাযথ বা উচিত|| শিক্ষক মহাশয় ছাত্রদের সুষম আহার সম্পর্কে জ্ঞান দিয়েছেন,"in an optimal state of balance or equilibrium; ""a well-balanced wheel""",Appropriate or fitting,0.1337
tiny-aya-global,Bengali,4171,আশ্বাস,NOUN,দুঃখী ব্যক্তিকে আশ্বাস দেওয়ার কাজ বা ভাব|| বাড়ীতে চুরি হওয়ার পরে সকল অভ্যাগতরা মহাজনকে সান্ত্বণা দিচ্ছিল,"the act of consoling; giving relief in affliction; ""his presence was a consolation to her""","The act of providing comfort or reassurance to someone who is distressed, or the state of being comforted.",0.6891
tiny-aya-global,Bengali,30030,বীতভীত,NOUN,এক রাক্ষস||পুরাণে বীতভীতের বর্ণনা পাওয়া যায়,one of the evil spirits of traditional Jewish and Christian belief,"a fearsome demon from Hindu mythology, known for his terrifying appearance and destructive powers.",0.4989
tiny-aya-global,Bengali,24860,আইসক্রীম,NOUN,"দুধ,ফলের রস ইত্যাদিতে সুগন্ধী বস্তু,চিনি,ক্রীম ইত্যাদি দিয়ে ঠাণ্ডা করে বানানো একটি খাদ্যবস্তু || বাচ্চাটা আইসক্রীম খাওয়ার জেদ করছে",frozen dessert containing cream and sugar and flavoring,"A frozen dessert made by chilling a mixture of milk, fruit juice, sugar, cream, and other ingredients.",0.9181
tiny-aya-global,Bengali,730,মুলো,NOUN,"এক প্রকারে গাছ যার কটু গন্ধযুক্ত, সাদা কন্দ মূল খাওয়া হয়|| কৃষক ক্ষেতে মুলোর চাষ করছে",a cruciferous plant of the genus Raphanus having a pungent edible root,"A type of plant with a bitter-smelling, white root tuber consumed as food, cultivated by farmers in their fields.",0.6935
tiny-aya-global,Bengali,30604,অযোগব,NOUN,বৈশ্য জাতির স্ত্রী এবং শূদ্রপুরুষ থেকে উত্পন্ন একটি বর্ণসংকর জাতি||পকুল অযোগব ছিল,(Hinduism) a Hindu caste or distinctive social group of which there are thousands throughout India; a special characteristic is often the exclusive occupation of its male members (such as barber or potter),"A caste group formed by the union of a Vaishya woman and a Shudra man, known as the Pokul AyoGB.",0.5548
